user,contributions,repositories,primary_language,monthly_contributions,contribution_types
nYCSTs,452,36,JavaScript,"{'2023-06': 25, '2023-07': 13, '2023-08': 0, '2023-09': 4, '2023-10': 111, '2023-11': 111, '2023-12': 54, '2024-01': 48, '2024-02': 0, '2024-03': 0, '2024-04': 40, '2024-05': 36, '2024-06': 10}","{'commits': 277, 'pull_requests': 25, 'issues': 9, 'reviews': 36}"
bottinolucas,47,4,Java,"{'2023-06': 16, '2023-07': 3, '2023-08': 0, '2023-09': 1, '2023-10': 1, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 6, '2024-03': 0, '2024-04': 19, '2024-05': 1, '2024-06': 0}","{'commits': 43, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
viniciusvieira00,1075,10,C,"{'2023-06': 124, '2023-07': 155, '2023-08': 97, '2023-09': 93, '2023-10': 99, '2023-11': 67, '2023-12': 56, '2024-01': 7, '2024-02': 78, '2024-03': 65, '2024-04': 149, '2024-05': 85, '2024-06': 0}","{'commits': 172, 'pull_requests': 2, 'issues': 2, 'reviews': 1}"
pavoni,21,26,Ruby,"{'2023-06': 0, '2023-07': 0, '2023-08': 1, '2023-09': 2, '2023-10': 3, '2023-11': 5, '2023-12': 7, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 11, 'pull_requests': 10, 'issues': 0, 'reviews': 0}"
GuiDutra21,115,7,Java,"{'2023-06': 3, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 14, '2023-11': 38, '2023-12': 51, '2024-01': 1, '2024-02': 0, '2024-03': 1, '2024-04': 6, '2024-05': 0, '2024-06': 0}","{'commits': 107, 'pull_requests': 2, 'issues': 1, 'reviews': 2}"
Jonathan-Oliveira,97,31,JavaScript,"{'2023-06': 35, '2023-07': 17, '2023-08': 0, '2023-09': 10, '2023-10': 0, '2023-11': 0, '2023-12': 2, '2024-01': 0, '2024-02': 7, '2024-03': 26, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 38, 'pull_requests': 11, 'issues': 0, 'reviews': 4}"
flavioovatsug,206,6,Python,"{'2023-06': 26, '2023-07': 33, '2023-08': 5, '2023-09': 12, '2023-10': 5, '2023-11': 27, '2023-12': 21, '2024-01': 17, '2024-02': 0, '2024-03': 12, '2024-04': 22, '2024-05': 26, '2024-06': 0}","{'commits': 85, 'pull_requests': 18, 'issues': 0, 'reviews': 11}"
viniman27,158,38,Python,"{'2023-06': 74, '2023-07': 21, '2023-08': 1, '2023-09': 11, '2023-10': 16, '2023-11': 17, '2023-12': 6, '2024-01': 0, '2024-02': 2, '2024-03': 0, '2024-04': 4, '2024-05': 6, '2024-06': 0}","{'commits': 102, 'pull_requests': 7, 'issues': 0, 'reviews': 22}"
victorhugo21,83,28,Python,"{'2023-06': 15, '2023-07': 16, '2023-08': 0, '2023-09': 1, '2023-10': 14, '2023-11': 20, '2023-12': 17, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 51, 'pull_requests': 12, 'issues': 1, 'reviews': 11}"
marcosgtavares,101,31,Python,"{'2023-06': 63, '2023-07': 37, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 1, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 77, 'pull_requests': 12, 'issues': 3, 'reviews': 8}"
GabrielSMonteiro,10,8,CSS,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 6, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
thiagolsg,14,57,C,"{'2023-06': 7, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 7, '2024-06': 0}","{'commits': 12, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
PedroSampaioDias,26,11,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 3, '2023-11': 14, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 23, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
yuriAlves5,329,49,JavaScript,"{'2023-06': 26, '2023-07': 45, '2023-08': 0, '2023-09': 19, '2023-10': 74, '2023-11': 56, '2023-12': 68, '2024-01': 14, '2024-02': 6, '2024-03': 0, '2024-04': 2, '2024-05': 19, '2024-06': 0}","{'commits': 216, 'pull_requests': 14, 'issues': 14, 'reviews': 14}"
analeticiaa,126,13,Python,"{'2023-06': 0, '2023-07': 9, '2023-08': 18, '2023-09': 15, '2023-10': 9, '2023-11': 27, '2023-12': 29, '2024-01': 0, '2024-02': 2, '2024-03': 2, '2024-04': 15, '2024-05': 0, '2024-06': 0}","{'commits': 48, 'pull_requests': 13, 'issues': 13, 'reviews': 7}"
oo7gabriel,230,25,TypeScript,"{'2023-06': 111, '2023-07': 51, '2023-08': 3, '2023-09': 13, '2023-10': 25, '2023-11': 8, '2023-12': 11, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 7, '2024-05': 0, '2024-06': 0}","{'commits': 63, 'pull_requests': 4, 'issues': 2, 'reviews': 2}"
lucasvmx,648,67,JavaScript,"{'2023-06': 64, '2023-07': 164, '2023-08': 6, '2023-09': 73, '2023-10': 2, '2023-11': 8, '2023-12': 8, '2024-01': 0, '2024-02': 3, '2024-03': 0, '2024-04': 141, '2024-05': 179, '2024-06': 0}","{'commits': 125, 'pull_requests': 11, 'issues': 0, 'reviews': 0}"
RoboMagus,249,67,Python,"{'2023-06': 30, '2023-07': 31, '2023-08': 20, '2023-09': 55, '2023-10': 29, '2023-11': 11, '2023-12': 0, '2024-01': 16, '2024-02': 12, '2024-03': 21, '2024-04': 4, '2024-05': 20, '2024-06': 0}","{'commits': 73, 'pull_requests': 44, 'issues': 20, 'reviews': 7}"
amitfin,450,22,Python,"{'2023-06': 10, '2023-07': 23, '2023-08': 13, '2023-09': 4, '2023-10': 116, '2023-11': 53, '2023-12': 55, '2024-01': 10, '2024-02': 19, '2024-03': 42, '2024-04': 54, '2024-05': 51, '2024-06': 0}","{'commits': 431, 'pull_requests': 14, 'issues': 0, 'reviews': 1}"
orosam,17,13,Python,"{'2023-06': 0, '2023-07': 2, '2023-08': 0, '2023-09': 2, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 8, '2024-03': 5, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 4, 'issues': 3, 'reviews': 6}"
philipeserafim,111,19,C,"{'2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 13, '2023-10': 13, '2023-11': 9, '2023-12': 1, '2024-01': 0, '2024-02': 2, '2024-03': 0, '2024-04': 3, '2024-05': 61, '2024-06': 8}","{'commits': 69, 'pull_requests': 9, 'issues': 1, 'reviews': 1}"
mathonaut,178,9,Java,"{'2023-06': 74, '2023-07': 24, '2023-08': 7, '2023-09': 14, '2023-10': 27, '2023-11': 14, '2023-12': 15, '2024-01': 3, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 153, 'pull_requests': 19, 'issues': 0, 'reviews': 5}"
LuaMedeiros,156,4,C++,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 2, '2023-11': 26, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 5, '2024-04': 56, '2024-05': 62, '2024-06': 0}","{'commits': 152, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
Jvsoutomaior,102,28,Python,"{'2023-06': 18, '2023-07': 10, '2023-08': 3, '2023-09': 7, '2023-10': 21, '2023-11': 20, '2023-12': 10, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 8, '2024-05': 2, '2024-06': 0}","{'commits': 64, 'pull_requests': 4, 'issues': 0, 'reviews': 0}"
Hunter104,365,6,Python,"{'2023-06': 185, '2023-07': 163, '2023-08': 13, '2023-09': 2, '2023-10': 1, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 332, 'pull_requests': 27, 'issues': 2, 'reviews': 2}"
matheuscvp,110,37,JavaScript,"{'2023-06': 7, '2023-07': 4, '2023-08': 5, '2023-09': 6, '2023-10': 49, '2023-11': 21, '2023-12': 18, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 78, 'pull_requests': 7, 'issues': 19, 'reviews': 5}"
sredna,33,34,C++,"{'2023-06': 14, '2023-07': 7, '2023-08': 7, '2023-09': 1, '2023-10': 0, '2023-11': 0, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 3, '2024-06': 0}","{'commits': 18, 'pull_requests': 6, 'issues': 4, 'reviews': 0}"
joaovaladao,45,33,Python,"{'2023-06': 9, '2023-07': 18, '2023-08': 3, '2023-09': 3, '2023-10': 5, '2023-11': 2, '2023-12': 1, '2024-01': 4, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 22, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
bachya,3639,97,Python,"{'2023-06': 54, '2023-07': 52, '2023-08': 161, '2023-09': 125, '2023-10': 195, '2023-11': 203, '2023-12': 191, '2024-01': 591, '2024-02': 368, '2024-03': 684, '2024-04': 464, '2024-05': 546, '2024-06': 5}","{'commits': 1192, 'pull_requests': 410, 'issues': 11, 'reviews': 223}"
CA1RO,19,7,Java,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 5, '2023-12': 10, '2024-01': 1, '2024-02': 0, '2024-03': 1, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 14, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
harry-cmartin,331,8,C,"{'2023-06': 28, '2023-07': 43, '2023-08': 0, '2023-09': 32, '2023-10': 52, '2023-11': 53, '2023-12': 37, '2024-01': 0, '2024-02': 0, '2024-03': 25, '2024-04': 18, '2024-05': 43, '2024-06': 0}","{'commits': 241, 'pull_requests': 55, 'issues': 0, 'reviews': 29}"
BrunoRiibeiro,644,26,Python,"{'2023-06': 235, '2023-07': 110, '2023-08': 2, '2023-09': 49, '2023-10': 34, '2023-11': 56, '2023-12': 52, '2024-01': 11, '2024-02': 16, '2024-03': 33, '2024-04': 20, '2024-05': 22, '2024-06': 4}","{'commits': 491, 'pull_requests': 51, 'issues': 15, 'reviews': 26}"
CarlosEduardoMendesdeMesquita,5,7,Java,"{'2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 4, '2024-05': 0, '2024-06': 0}","{'commits': 2, 'pull_requests': 1, 'issues': 0, 'reviews': 1}"
gabrie1barbosa,153,19,Python,"{'2023-06': 5, '2023-07': 15, '2023-08': 0, '2023-09': 17, '2023-10': 43, '2023-11': 45, '2023-12': 22, '2024-01': 0, '2024-02': 4, '2024-03': 0, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 124, 'pull_requests': 11, 'issues': 15, 'reviews': 1}"
Luidooo,255,23,JavaScript,"{'2023-06': 0, '2023-07': 0, '2023-08': 2, '2023-09': 29, '2023-10': 1, '2023-11': 24, '2023-12': 22, '2024-01': 42, '2024-02': 25, '2024-03': 37, '2024-04': 34, '2024-05': 39, '2024-06': 0}","{'commits': 197, 'pull_requests': 4, 'issues': 1, 'reviews': 0}"
freitasc,499,30,Python,"{'2023-06': 51, '2023-07': 84, '2023-08': 34, '2023-09': 62, '2023-10': 29, '2023-11': 24, '2023-12': 10, '2024-01': 25, '2024-02': 42, '2024-03': 49, '2024-04': 23, '2024-05': 66, '2024-06': 0}","{'commits': 155, 'pull_requests': 17, 'issues': 5, 'reviews': 3}"
kvanzuijlen,4209,79,Go,"{'2023-06': 346, '2023-07': 232, '2023-08': 293, '2023-09': 220, '2023-10': 543, '2023-11': 425, '2023-12': 331, '2024-01': 306, '2024-02': 654, '2024-03': 293, '2024-04': 338, '2024-05': 228, '2024-06': 0}","{'commits': 544, 'pull_requests': 154, 'issues': 12, 'reviews': 220}"
isadoragalvaoss,244,40,JavaScript,"{'2023-06': 116, '2023-07': 92, '2023-08': 0, '2023-09': 0, '2023-10': 9, '2023-11': 11, '2023-12': 7, '2024-01': 9, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 179, 'pull_requests': 12, 'issues': 1, 'reviews': 21}"
shaiu,1480,23,Python,"{'2023-06': 84, '2023-07': 95, '2023-08': 51, '2023-09': 98, '2023-10': 116, '2023-11': 163, '2023-12': 130, '2024-01': 177, '2024-02': 150, '2024-03': 163, '2024-04': 131, '2024-05': 122, '2024-06': 0}","{'commits': 50, 'pull_requests': 17, 'issues': 3, 'reviews': 46}"
Danilo-Carvalho-Antunes,198,18,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 49, '2023-09': 7, '2023-10': 34, '2023-11': 9, '2023-12': 17, '2024-01': 0, '2024-02': 0, '2024-03': 12, '2024-04': 53, '2024-05': 17, '2024-06': 0}","{'commits': 170, 'pull_requests': 17, 'issues': 0, 'reviews': 6}"
o951753o,37,4,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 36, '2023-12': 0, '2024-01': 0, '2024-02': 1, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 36, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
Giuulob89,70,27,JavaScript,"{'2023-06': 28, '2023-07': 25, '2023-08': 0, '2023-09': 0, '2023-10': 7, '2023-11': 2, '2023-12': 8, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 47, 'pull_requests': 1, 'issues': 2, 'reviews': 3}"
JongaMatos,518,38,JavaScript,"{'2023-06': 81, '2023-07': 54, '2023-08': 20, '2023-09': 27, '2023-10': 80, '2023-11': 47, '2023-12': 85, '2024-01': 18, '2024-02': 31, '2024-03': 12, '2024-04': 15, '2024-05': 48, '2024-06': 0}","{'commits': 227, 'pull_requests': 10, 'issues': 16, 'reviews': 18}"
RodrigoTCLima,87,32,JavaScript,"{'2023-06': 19, '2023-07': 68, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 69, 'pull_requests': 1, 'issues': 0, 'reviews': 16}"
avmricardo,415,9,Python,"{'2023-06': 27, '2023-07': 44, '2023-08': 42, '2023-09': 3, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 26, '2024-04': 159, '2024-05': 114, '2024-06': 0}","{'commits': 345, 'pull_requests': 38, 'issues': 1, 'reviews': 29}"
mateusmaiamaia,55,40,Python,"{'2023-06': 2, '2023-07': 19, '2023-08': 12, '2023-09': 11, '2023-10': 7, '2023-11': 4, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 44, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
Lucas13032003,419,30,HTML,"{'2023-06': 36, '2023-07': 16, '2023-08': 1, '2023-09': 58, '2023-10': 87, '2023-11': 157, '2023-12': 52, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 10, '2024-06': 0}","{'commits': 396, 'pull_requests': 8, 'issues': 2, 'reviews': 0}"
luucas-melo,26,48,JavaScript,"{'2023-06': 9, '2023-07': 17, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 26, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
Noltari,779,75,C,"{'2023-06': 137, '2023-07': 14, '2023-08': 106, '2023-09': 49, '2023-10': 75, '2023-11': 36, '2023-12': 45, '2024-01': 91, '2024-02': 101, '2024-03': 41, '2024-04': 55, '2024-05': 29, '2024-06': 0}","{'commits': 561, 'pull_requests': 151, 'issues': 2, 'reviews': 59}"
GenilsonJrs,65,9,Python,"{'2023-06': 9, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 5, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 43, '2024-05': 8, '2024-06': 0}","{'commits': 61, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
caioalvesbraga,374,20,C,"{'2023-06': 4, '2023-07': 11, '2023-08': 12, '2023-09': 43, '2023-10': 88, '2023-11': 95, '2023-12': 86, '2024-01': 0, '2024-02': 0, '2024-03': 6, '2024-04': 27, '2024-05': 2, '2024-06': 0}","{'commits': 290, 'pull_requests': 39, 'issues': 24, 'reviews': 3}"
gabrielbpn,27,36,Python,"{'2023-06': 6, '2023-07': 18, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 2, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 1, '2024-06': 0}","{'commits': 12, 'pull_requests': 8, 'issues': 4, 'reviews': 2}"
hneri,42,37,TeX,"{'2023-06': 12, '2023-07': 0, '2023-08': 8, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 5, '2024-04': 0, '2024-05': 16, '2024-06': 0}","{'commits': 39, 'pull_requests': 2, 'issues': 1, 'reviews': 0}"
Neoprot,74,11,HTML,"{'2023-06': 18, '2023-07': 9, '2023-08': 0, '2023-09': 6, '2023-10': 2, '2023-11': 1, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 2, '2024-04': 25, '2024-05': 5, '2024-06': 0}","{'commits': 57, 'pull_requests': 4, 'issues': 2, 'reviews': 5}"
GZaranza,547,10,HTML,"{'2023-06': 33, '2023-07': 17, '2023-08': 6, '2023-09': 58, '2023-10': 132, '2023-11': 87, '2023-12': 75, '2024-01': 0, '2024-02': 5, '2024-03': 83, '2024-04': 40, '2024-05': 11, '2024-06': 0}","{'commits': 472, 'pull_requests': 8, 'issues': 7, 'reviews': 3}"
rodfon3301,93,4,JavaScript,"{'2023-06': 0, '2023-07': 8, '2023-08': 0, '2023-09': 12, '2023-10': 26, '2023-11': 14, '2023-12': 33, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 89, 'pull_requests': 2, 'issues': 2, 'reviews': 0}"
marialuisa214,152,22,TypeScript,"{'2023-06': 10, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 14, '2023-12': 9, '2024-01': 48, '2024-02': 0, '2024-03': 0, '2024-04': 37, '2024-05': 28, '2024-06': 5}","{'commits': 135, 'pull_requests': 3, 'issues': 1, 'reviews': 0}"
Leanddro13,156,23,Python,"{'2023-06': 12, '2023-07': 19, '2023-08': 46, '2023-09': 15, '2023-10': 19, '2023-11': 30, '2023-12': 7, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 8, '2024-06': 0}","{'commits': 88, 'pull_requests': 12, 'issues': 20, 'reviews': 10}"
farmio,460,18,Python,"{'2023-06': 95, '2023-07': 36, '2023-08': 25, '2023-09': 16, '2023-10': 35, '2023-11': 43, '2023-12': 17, '2024-01': 28, '2024-02': 49, '2024-03': 17, '2024-04': 26, '2024-05': 67, '2024-06': 6}","{'commits': 227, 'pull_requests': 159, 'issues': 14, 'reviews': 55}"
CoMPaTech,703,65,Python,"{'2023-06': 39, '2023-07': 81, '2023-08': 65, '2023-09': 115, '2023-10': 52, '2023-11': 64, '2023-12': 140, '2024-01': 24, '2024-02': 28, '2024-03': 11, '2024-04': 42, '2024-05': 37, '2024-06': 5}","{'commits': 402, 'pull_requests': 95, 'issues': 15, 'reviews': 184}"
MatheussBrant,6,4,Java,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 3, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 2, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
AlvaroLeles,82,25,Python,"{'2023-06': 37, '2023-07': 31, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 14, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 23, 'pull_requests': 21, 'issues': 15, 'reviews': 22}"
leomitx10,258,26,Python,"{'2023-06': 41, '2023-07': 32, '2023-08': 22, '2023-09': 35, '2023-10': 73, '2023-11': 30, '2023-12': 13, '2024-01': 9, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 3, '2024-06': 0}","{'commits': 214, 'pull_requests': 3, 'issues': 4, 'reviews': 6}"
victorleaoo,272,20,Python,"{'2023-06': 50, '2023-07': 82, '2023-08': 10, '2023-09': 19, '2023-10': 19, '2023-11': 12, '2023-12': 20, '2024-01': 0, '2024-02': 0, '2024-03': 15, '2024-04': 42, '2024-05': 3, '2024-06': 0}","{'commits': 133, 'pull_requests': 6, 'issues': 33, 'reviews': 0}"
GuilhermeBES,198,4,HTML,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 2, '2023-10': 63, '2023-11': 81, '2023-12': 46, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 6, '2024-05': 0, '2024-06': 0}","{'commits': 177, 'pull_requests': 9, 'issues': 8, 'reviews': 4}"
IanFPFerreira,684,47,Python,"{'2023-06': 125, '2023-07': 502, '2023-08': 11, '2023-09': 9, '2023-10': 8, '2023-11': 21, '2023-12': 5, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 624, 'pull_requests': 24, 'issues': 15, 'reviews': 20}"
csreis72,34,3,ShaderLab,"{'2023-06': 27, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 2, '2023-11': 0, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 21, 'pull_requests': 8, 'issues': 0, 'reviews': 4}"
H0lzz,14,3,Yacc,"{'2023-06': 2, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 4, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 6, '2024-05': 0, '2024-06': 0}","{'commits': 7, 'pull_requests': 5, 'issues': 0, 'reviews': 0}"
DiegoCarlito,64,6,ShaderLab,"{'2023-06': 8, '2023-07': 14, '2023-08': 0, '2023-09': 0, '2023-10': 4, '2023-11': 10, '2023-12': 19, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 9, '2024-05': 0, '2024-06': 0}","{'commits': 45, 'pull_requests': 15, 'issues': 2, 'reviews': 0}"
lucascard,18,40,JavaScript,"{'2023-06': 0, '2023-07': 2, '2023-08': 0, '2023-09': 5, '2023-10': 10, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 10, 'pull_requests': 4, 'issues': 0, 'reviews': 2}"
muriloschiler,79,31,C#,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 1, '2023-11': 24, '2023-12': 14, '2024-01': 0, '2024-02': 0, '2024-03': 4, '2024-04': 0, '2024-05': 35, '2024-06': 0}","{'commits': 42, 'pull_requests': 1, 'issues': 30, 'reviews': 0}"
M0tt1nh4,157,11,HTML,"{'2023-06': 5, '2023-07': 8, '2023-08': 3, '2023-09': 7, '2023-10': 41, '2023-11': 51, '2023-12': 38, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 4, '2024-05': 0, '2024-06': 0}","{'commits': 131, 'pull_requests': 9, 'issues': 5, 'reviews': 8}"
GabrielRoger07,178,33,Python,"{'2023-06': 46, '2023-07': 49, '2023-08': 15, '2023-09': 15, '2023-10': 21, '2023-11': 12, '2023-12': 4, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 15, '2024-05': 0, '2024-06': 0}","{'commits': 136, 'pull_requests': 6, 'issues': 0, 'reviews': 19}"
Caiomesvie,298,11,JavaScript,"{'2023-06': 3, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 28, '2023-11': 66, '2023-12': 29, '2024-01': 2, '2024-02': 0, '2024-03': 21, '2024-04': 64, '2024-05': 84, '2024-06': 0}","{'commits': 292, 'pull_requests': 1, 'issues': 0, 'reviews': 1}"
DCSBL,2786,24,Python,"{'2023-06': 161, '2023-07': 220, '2023-08': 241, '2023-09': 184, '2023-10': 252, '2023-11': 356, '2023-12': 184, '2024-01': 209, '2024-02': 286, '2024-03': 180, '2024-04': 280, '2024-05': 233, '2024-06': 0}","{'commits': 163, 'pull_requests': 162, 'issues': 12, 'reviews': 44}"
wellpriz,140,30,Jupyter Notebook,"{'2023-06': 25, '2023-07': 51, '2023-08': 0, '2023-09': 34, '2023-10': 10, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 11, '2024-05': 9, '2024-06': 0}","{'commits': 119, 'pull_requests': 3, 'issues': 1, 'reviews': 14}"
Marcosatc147,142,4,Java,"{'2023-06': 67, '2023-07': 24, '2023-08': 0, '2023-09': 1, '2023-10': 16, '2023-11': 18, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 12, '2024-05': 0, '2024-06': 0}","{'commits': 119, 'pull_requests': 16, 'issues': 0, 'reviews': 5}"
Ericcs10,106,8,TypeScript,"{'2023-06': 16, '2023-07': 7, '2023-08': 0, '2023-09': 0, '2023-10': 17, '2023-11': 18, '2023-12': 48, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 104, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
anajbsouza,390,41,JavaScript,"{'2023-06': 16, '2023-07': 77, '2023-08': 64, '2023-09': 77, '2023-10': 72, '2023-11': 3, '2023-12': 20, '2024-01': 1, '2024-02': 0, '2024-03': 19, '2024-04': 30, '2024-05': 11, '2024-06': 0}","{'commits': 303, 'pull_requests': 29, 'issues': 2, 'reviews': 7}"
Lucas-AV,356,29,Dart,"{'2023-06': 48, '2023-07': 22, '2023-08': 20, '2023-09': 46, '2023-10': 5, '2023-11': 16, '2023-12': 31, '2024-01': 78, '2024-02': 54, '2024-03': 11, '2024-04': 20, '2024-05': 5, '2024-06': 0}","{'commits': 61, 'pull_requests': 5, 'issues': 0, 'reviews': 0}"
